Date,SAS Date,Wednesday?,CatACOE,CatAQuota,CatABids,CatBCOE,CatBQuota,CatBBids,CatECOE,CatEQuota,CatEBids,A_bids/Quota,B_bids/Quota,E_bids/Quota
2011-02-01,2011-02-01,2011-02-09,37124,523,1146,53400,431,640,58890,333,648,2.191204589,1.484918794,1.945945946
2011-02-15,2011-02-16,2011-02-23,42999,511,788,62000,424,726,62001,336,558,1.542074364,1.712264151,1.660714286
2011-03-01,2011-03-01,2011-03-09,42600,532,875,61894,424,667,62010,336,574,1.644736842,1.573113208,1.708333333
2011-03-15,2011-03-16,2011-03-23,43813,527,927,57002,424,579,59073,330,458,1.759013283,1.365566038,1.387878788
2011-04-01,2011-04-01,2011-04-06,43212,512,813,55001,425,542,57100,341,454,1.587890625,1.275294118,1.331378299
2011-04-15,2011-04-16,2011-04-20,44000,565,964,56801,423,627,56001,330,484,1.70619469,1.482269504,1.466666667
2011-05-01,2011-05-01,2011-05-04,44790,511,944,56011,439,650,56490,330,498,1.847358121,1.480637813,1.509090909
2011-05-15,2011-05-16,2011-05-18,46989,523,760,56300,424,564,56889,331,470,1.453154876,1.330188679,1.419939577
2011-06-01,2011-06-01,2011-06-08,53390,510,880,63000,424,759,62000,338,530,1.725490196,1.79009434,1.568047337
2011-06-15,2011-06-16,2011-06-22,50244,512,715,67700,423,684,65490,339,468,1.396484375,1.617021277,1.380530973
2011-07-01,2011-07-01,2011-07-06,55989,514,839,68501,445,728,68811,372,509,1.63229572,1.635955056,1.36827957
2011-07-15,2011-07-16,2011-07-20,56002,510,776,72501,436,626,74490,335,459,1.521568627,1.435779817,1.370149254
2011-08-01,2011-08-01,2011-08-03,48801,566,1034,70890,354,469,70117,360,488,1.826855124,1.324858757,1.355555556
2011-08-15,2011-08-16,2011-08-17,49301,557,927,65521,353,527,67000,337,516,1.66427289,1.492917847,1.53115727
2011-09-01,2011-09-01,2011-09-07,51000,548,794,63002,359,496,65589,330,466,1.448905109,1.381615599,1.412121212
2011-09-15,2011-09-16,2011-09-21,48006,548,951,64889,353,469,62502,332,449,1.73540146,1.328611898,1.352409639
2011-10-01,2011-10-01,2011-10-05,50289,549,793,63600,356,524,65058,331,452,1.444444444,1.471910112,1.365558912
2011-10-15,2011-10-16,2011-10-19,56112,565,873,75889,353,633,73600,330,518,1.545132743,1.793201133,1.56969697
2011-11-01,2011-11-01,2011-11-09,55997,548,766,77000,356,551,78001,330,507,1.397810219,1.547752809,1.536363636
2011-11-15,2011-11-16,2011-11-23,54887,559,756,77340,353,518,75889,355,496,1.352415027,1.467422096,1.397183099
2011-12-01,2011-12-01,2011-12-07,52392,549,781,72350,354,474,74340,349,489,1.422586521,1.338983051,1.401146132
2011-12-15,2011-12-16,2011-12-21,50001,566,878,70003,368,464,71000,334,521,1.551236749,1.260869565,1.55988024
2012-01-01,2012-01-01,2012-01-04,46889,554,901,65801,356,511,65700,344,530,1.626353791,1.435393258,1.540697674
2012-01-15,2012-01-16,2012-01-18,48112,657,903,67889,353,537,67101,380,538,1.374429224,1.521246459,1.415789474
2012-02-01,2012-02-01,2012-02-08,52809,619,1058,73890,350,635,73801,312,425,1.709208401,1.814285714,1.362179487
2012-02-15,2012-02-16,2012-02-22,57009,624,1017,78189,351,580,78000,314,507,1.629807692,1.652421652,1.614649682
2012-03-01,2012-03-01,2012-03-07,56551,667,912,79304,354,626,76881,309,492,1.367316342,1.768361582,1.59223301
2012-03-15,2012-03-16,2012-03-21,56501,636,1067,82003,352,529,80101,327,449,1.677672956,1.502840909,1.373088685
2012-04-01,2012-04-01,2012-04-04,58501,637,960,83700,352,483,84590,309,413,1.507064364,1.372159091,1.336569579
2012-04-15,2012-04-16,2012-04-18,64201,629,1011,91000,349,563,92010,308,447,1.607313196,1.613180516,1.451298701
2012-05-01,2012-05-01,2012-05-09,62600,641,822,92050,354,545,88990,311,457,1.282371295,1.539548023,1.469453376
2012-05-15,2012-05-16,2012-05-23,58001,630,945,85216,349,482,86889,321,544,1.5,1.381088825,1.69470405
2012-06-01,2012-06-01,2012-06-06,59003,668,1004,83000,350,490,85889,315,526,1.502994012,1.4,1.66984127
2012-06-15,2012-06-16,2012-06-20,59004,633,920,85400,349,477,84389,317,427,1.453396524,1.366762178,1.347003155
2012-07-01,2012-07-01,2012-07-04,59421,641,872,82289,358,459,86999,312,410,1.360374415,1.282122905,1.314102564
2012-07-15,2012-07-16,2012-07-18,68656,676,911,90501,353,549,92700,310,429,1.347633136,1.555240793,1.383870968
2012-08-01,2012-08-01,2012-08-08,73501,421,724,94502,350,489,95034,260,354,1.719714964,1.397142857,1.361538462
2012-08-15,2012-08-16,2012-08-22,66889,400,530,88002,351,532,93990,247,301,1.325,1.515669516,1.218623482
2012-09-01,2012-09-01,2012-09-05,68000,399,518,80191,355,466,87999,245,349,1.298245614,1.312676056,1.424489796
2012-09-15,2012-09-16,2012-09-19,63000,402,486,88500,351,523,89990,252,421,1.208955224,1.49002849,1.670634921
2012-10-01,2012-10-01,2012-10-03,69000,401,506,80001,350,414,86889,243,312,1.261845387,1.182857143,1.283950617
2012-10-15,2012-10-16,2012-10-17,71001,393,509,85801,353,540,87000,249,371,1.295165394,1.529745042,1.489959839
2012-11-01,2012-11-01,2012-11-07,77201,395,621,92400,350,573,92100,244,401,1.572151899,1.637142857,1.643442623
2012-11-15,2012-11-16,2012-11-21,77291,396,540,93004,351,487,93990,258,352,1.363636364,1.387464387,1.364341085
2012-12-01,2012-12-01,2012-12-05,78523,395,482,90200,350,493,97000,246,329,1.220253165,1.408571429,1.337398374
2012-12-15,2012-12-16,2012-12-19,81889,395,499,93501,360,478,95990,250,406,1.263291139,1.327777778,1.624
2013-01-01,2013-01-01,2013-01-09,92100,410,555,96210,363,470,96101,256,393,1.353658537,1.29476584,1.53515625
2013-01-15,2013-01-16,2013-01-23,91010,409,489,95501,351,452,97889,251,344,1.195599022,1.287749288,1.370517928
2013-02-01,2013-02-01,2013-02-06,87109,335,418,92901,302,431,94890,238,295,1.247761194,1.427152318,1.239495798
2013-02-15,2013-02-16,2013-02-20,78301,333,427,92667,303,409,91910,241,370,1.282282282,1.349834983,1.53526971
2013-03-01,2013-03-01,2013-03-06,74689,336,1180,58090,326,1028,65001,255,1036,3.511904762,3.153374233,4.062745098
2013-03-15,2013-03-16,2013-03-20,64209,337,923,73900,307,940,73301,279,635,2.738872404,3.061889251,2.275985663
2013-04-01,2013-04-01,2013-04-03,61029,341,966,67010,302,835,66989,245,450,2.832844575,2.764900662,1.836734694
2013-04-15,2013-04-16,2013-04-17,62497,333,993,62000,310,683,62000,240,421,2.981981982,2.203225806,1.754166667
2013-05-01,2013-05-01,2013-05-08,62999,336,912,61700,317,601,62301,239,447,2.714285714,1.895899054,1.870292887
2013-05-15,2013-05-16,2013-05-22,64839,333,888,67304,332,749,66701,251,466,2.666666667,2.256024096,1.856573705
2013-06-01,2013-06-01,2013-06-05,67301,341,855,75000,302,732,76000,239,534,2.507331378,2.42384106,2.234309623
2013-06-15,2013-06-16,2013-06-19,69903,342,788,81751,305,734,83001,251,466,2.304093567,2.406557377,1.856573705
2013-07-01,2013-07-01,2013-07-03,73100,338,716,77110,331,652,77000,288,485,2.118343195,1.96978852,1.684027778
2013-07-15,2013-07-16,2013-07-17,73989,334,621,76389,303,574,76802,240,425,1.859281437,1.894389439,1.770833333
2013-08-01,2013-08-01,2013-08-07,75556,373,754,77600,380,682,77989,264,407,2.021447721,1.794736842,1.541666667
2013-08-15,2013-08-16,2013-08-21,76223,366,596,76607,375,627,79223,264,385,1.628415301,1.672,1.458333333
2013-09-01,2013-09-01,2013-09-04,77304,366,609,77100,381,623,80000,263,431,1.663934426,1.635170604,1.63878327
2013-09-15,2013-09-16,2013-09-18,83751,370,654,86239,377,703,87001,261,459,1.767567568,1.864721485,1.75862069
2013-10-01,2013-10-01,2013-10-09,85000,365,615,93500,376,649,93889,342,483,1.684931507,1.72606383,1.412280702
2013-10-15,2013-10-16,2013-10-23,76889,373,596,87910,382,515,92289,269,337,1.597855228,1.348167539,1.252788104
2013-11-01,2013-11-01,2013-11-06,72609,368,590,84578,376,482,89001,273,379,1.60326087,1.281914894,1.388278388
2013-11-15,2013-11-16,2013-11-20,74991,364,650,79300,379,536,83000,266,410,1.785714286,1.414248021,1.541353383
2013-12-01,2013-12-01,2013-12-04,73160,364,591,73010,373,549,76901,264,365,1.623626374,1.471849866,1.382575758
2013-12-15,2013-12-16,2013-12-18,74002,367,574,75700,377,500,77501,268,375,1.564032698,1.326259947,1.399253731
2014-01-01,2014-01-01,2014-01-08,72369,364,623,78700,386,581,79000,261,392,1.711538462,1.505181347,1.501915709
2014-01-15,2014-01-16,2014-01-22,72290,368,724,79000,393,512,78810,261,373,1.967391304,1.302798982,1.429118774
2014-02-01,2014-02-01,2014-02-05,71564,362,719,75300,360,523,77003,208,351,1.986187845,1.452777778,1.6875
2014-02-15,2014-02-16,2014-02-19,77201,362,700,78604,355,519,79000,193,321,1.933701657,1.461971831,1.663212435
2014-03-01,2014-03-01,2014-03-05,76999,365,615,80710,350,499,82000,193,292,1.684931507,1.425714286,1.512953368
2014-03-15,2014-03-16,2014-03-19,78602,362,577,82900,353,524,84001,193,293,1.593922652,1.484419263,1.518134715
2014-04-01,2014-04-01,2014-04-09,77400,367,537,84504,363,523,84100,199,283,1.463215259,1.44077135,1.422110553
2014-04-15,2014-04-16,2014-04-23,71335,361,513,75010,351,486,73810,192,310,1.421052632,1.384615385,1.614583333
2014-05-01,2014-05-01,2014-05-07,60002,513,676,70002,483,778,65501,295,525,1.317738791,1.610766046,1.779661017
2014-05-15,2014-05-16,2014-05-21,65689,509,997,68103,484,716,67290,294,497,1.958742633,1.479338843,1.69047619
2014-06-01,2014-06-01,2014-06-04,63190,507,1040,67304,494,807,67334,293,465,2.051282051,1.633603239,1.587030717
2014-06-15,2014-06-16,2014-06-18,61899,509,1040,65700,490,716,65301,302,434,2.043222004,1.46122449,1.437086093
2014-07-01,2014-07-01,2014-07-09,61990,513,1075,64889,493,812,63001,294,441,2.095516569,1.647058824,1.5
2014-07-15,2014-07-16,2014-07-23,62890,509,1190,65001,498,850,65002,319,483,2.337917485,1.706827309,1.514106583
2014-08-01,2014-08-01,2014-08-06,64600,574,1086,68689,507,1090,69001,245,429,1.891986063,2.149901381,1.751020408
2014-08-15,2014-08-16,2014-08-20,65710,575,994,72990,506,1137,72810,241,358,1.728695652,2.247035573,1.485477178
2014-09-01,2014-09-01,2014-09-03,64841,572,813,73010,511,909,74403,241,385,1.421328671,1.778864971,1.597510373
2014-09-15,2014-09-16,2014-09-17,62000,573,792,71990,509,785,74801,256,395,1.382198953,1.542239686,1.54296875
2014-10-01,2014-10-01,2014-10-08,63880,575,1097,72180,505,852,72003,245,390,1.907826087,1.687128713,1.591836735
2014-10-15,2014-10-16,2014-10-22,63990,572,1092,72002,507,822,72201,242,335,1.909090909,1.621301775,1.384297521
2014-11-01,2014-11-01,2014-11-05,64900,703,1196,70890,574,832,71300,272,403,1.701280228,1.449477352,1.481617647
2014-11-15,2014-11-16,2014-11-19,67889,701,1144,72890,570,900,73900,263,382,1.631954351,1.578947368,1.452471483
2014-12-01,2014-12-01,2014-12-03,67089,709,996,74389,584,873,76904,265,370,1.404795487,1.494863014,1.396226415
2014-12-15,2014-12-16,2014-12-17,65889,705,868,74000,579,755,73990,264,446,1.231205674,1.303972366,1.689393939
2015-01-01,2015-01-01,2015-01-07,66010,704,940,75289,571,833,75200,272,386,1.335227273,1.458844133,1.419117647
2015-01-15,2015-01-16,2015-01-21,65001,705,1068,76889,576,915,76790,264,431,1.514893617,1.588541667,1.632575758
2015-02-01,2015-02-01,2015-02-04,62002,992,1295,70890,724,959,71921,181,288,1.305443548,1.324585635,1.591160221
2015-02-15,2015-02-16,2015-02-18,57199,988,1294,66751,722,1037,67901,193,373,1.309716599,1.436288089,1.932642487
2015-03-01,2015-03-01,2015-03-04,61410,987,2120,68668,723,1239,70500,175,322,2.147922999,1.713692946,1.84
2015-03-15,2015-03-16,2015-03-18,64700,987,2251,71889,723,1354,72100,174,290,2.28064843,1.87275242,1.666666667
2015-04-01,2015-04-01,2015-04-08,67749,988,2340,76612,722,1661,78000,187,311,2.368421053,2.300554017,1.663101604
2015-04-15,2015-04-16,2015-04-22,67601,987,2055,78001,728,1525,79500,176,331,2.082066869,2.09478022,1.880681818
2015-05-01,2015-05-01,2015-05-06,68589,1444,2891,77600,934,1631,78004,292,445,2.002077562,1.746252677,1.523972603
2015-05-15,2015-05-16,2015-05-20,66590,1434,2351,75002,948,1401,78001,283,364,1.639470014,1.477848101,1.286219081
2015-06-01,2015-06-01,2015-06-03,66000,1432,1943,75000,929,1384,75801,272,392,1.356843575,1.48977395,1.441176471
2015-06-15,2015-06-16,2015-06-17,61000,1429,1766,71509,928,1144,74501,272,373,1.235829251,1.232758621,1.371323529
2015-07-01,2015-07-01,2015-07-08,58700,1466,1891,65501,934,1225,69001,274,411,1.289904502,1.311563169,1.5
2015-07-15,2015-07-16,2015-07-22,55889,1435,1966,58109,930,1218,60101,272,441,1.370034843,1.309677419,1.621323529
2015-08-01,2015-08-01,2015-08-05,56209,1688,2446,60789,1057,1634,57885,363,607,1.449052133,1.545884579,1.672176309
2015-08-15,2015-08-16,2015-08-19,57498,1756,2597,62140,1058,1551,61001,363,609,1.478929385,1.465973535,1.67768595
2015-09-01,2015-09-01,2015-09-09,57089,1688,2553,62101,1059,1628,61010,363,580,1.512440758,1.537299339,1.597796143
2015-09-15,2015-09-16,2015-09-23,55399,1687,2276,60001,1058,1371,61300,368,542,1.349140486,1.29584121,1.472826087
2015-10-01,2015-10-01,2015-10-07,56001,1687,2210,58190,1057,1373,58801,366,582,1.310017783,1.298959319,1.590163934
2015-10-15,2015-10-16,2015-10-21,57301,1690,2229,59889,1073,1367,60000,361,584,1.318934911,1.273998136,1.617728532
2015-11-01,2015-11-01,2015-11-04,56001,1664,2009,57501,1037,1267,60689,367,505,1.207331731,1.221793635,1.376021798
2015-11-15,2015-11-16,2015-11-18,59200,1662,2140,61103,1029,1388,62019,365,519,1.287605295,1.34888241,1.421917808
2015-12-01,2015-12-01,2015-12-09,56989,1698,2132,60001,1031,1324,60003,364,495,1.255594817,1.284190107,1.35989011
2015-12-15,2015-12-16,2015-12-23,54301,1669,1978,55001,1027,1200,57501,360,512,1.185140803,1.168451801,1.422222222
2016-01-01,2016-01-01,2016-01-06,45002,1659,2013,54920,1027,1262,55089,362,498,1.213381555,1.228821811,1.375690608
2016-01-15,2016-01-16,2016-01-20,51301,1659,3437,50089,1026,1334,51000,360,713,2.071729958,1.300194932,1.980555556
2016-02-01,2016-02-01,2016-02-03,46651,2038,2972,38610,1216,1624,44001,446,824,1.458292444,1.335526316,1.847533632
2016-02-15,2016-02-16,2016-02-17,43000,2049,2965,46970,1208,2898,45009,456,873,1.44704734,2.399006623,1.914473684
2016-03-01,2016-03-01,2016-03-09,45000,2033,3518,47604,1209,2706,48002,449,951,1.730447614,2.2382134,2.118040089
2016-03-15,2016-03-16,2016-03-23,45504,2053,3836,46502,1220,2491,46667,452,912,1.868485144,2.041803279,2.017699115
2016-04-01,2016-04-01,2016-04-06,46009,2105,3719,47000,1218,2247,47510,583,1397,1.766745843,1.844827586,2.396226415
2016-04-15,2016-04-16,2016-04-20,47300,2062,3327,49602,1211,2364,49501,453,834,1.613482056,1.952105698,1.841059603
2016-05-01,2016-05-01,2016-05-04,47889,2218,3446,51010,1462,2435,49000,750,1380,1.553651939,1.665526676,1.84
2016-05-15,2016-05-16,2016-05-18,47020,2217,3227,49156,1537,2322,49700,534,815,1.455570591,1.510735198,1.526217228
2016-06-01,2016-06-01,2016-06-08,53694,2218,4545,56000,1470,3436,55100,536,860,2.049143372,2.337414966,1.604477612
2016-06-15,2016-06-16,2016-06-22,55200,2252,3957,57010,1463,2914,57390,538,1009,1.757104796,1.991797676,1.875464684
2016-07-01,2016-07-01,2016-07-06,52301,2222,3194,56089,1469,2547,56002,517,750,1.437443744,1.733832539,1.450676983
2016-07-15,2016-07-16,2016-07-20,53000,2272,3195,57508,1463,2439,57501,521,821,1.40625,1.667122351,1.575815739
2016-08-01,2016-08-01,2016-08-03,52503,2018,2712,57903,1336,2156,58201,429,610,1.343904856,1.613772455,1.421911422
2016-08-15,2016-08-16,2016-08-17,53334,2034,2803,56500,1336,2088,56956,450,618,1.378072763,1.562874251,1.373333333
2016-09-01,2016-09-01,2016-09-07,51506,2067,2739,57002,1372,2183,56889,458,723,1.325108853,1.591107872,1.57860262
2016-09-15,2016-09-16,2016-09-21,50000,2008,2610,55501,1338,2017,55201,429,592,1.299800797,1.507473842,1.37995338
2016-10-01,2016-10-01,2016-10-05,51507,2064,2938,53001,1350,1785,54200,436,642,1.423449612,1.322222222,1.472477064
2016-10-15,2016-10-16,2016-10-19,50991,2023,2584,56410,1340,1768,56340,429,678,1.277310924,1.319402985,1.58041958
2016-11-01,2016-11-01,2016-11-09,52668,1929,2800,56206,1347,2012,56000,401,641,1.45152929,1.493689681,1.598503741
2016-11-15,2016-11-16,2016-11-23,50951,1846,2536,53001,1254,1708,54901,401,531,1.373781148,1.362041467,1.324189526
2016-12-01,2016-12-01,2016-12-07,48000,1844,2335,46229,1245,1494,50010,413,643,1.26626898,1.2,1.556900726
2016-12-15,2016-12-16,2016-12-21,49751,1844,2554,51109,1244,2052,50389,404,668,1.385032538,1.649517685,1.653465347
2017-01-01,2017-01-01,2017-01-04,50101,1877,2260,53106,1252,1835,53001,401,648,1.204049014,1.465654952,1.6159601
2017-01-15,2017-01-16,2017-01-18,50889,1846,2437,52807,1246,1967,52600,400,662,1.320151679,1.578651685,1.655
2017-02-01,2017-02-01,2017-02-08,48401,2060,2691,48209,1366,1783,48556,488,805,1.30631068,1.305270864,1.649590164
2017-02-15,2017-02-16,2017-02-24,49430,2133,2926,50621,1377,2126,51000,500,800,1.37177684,1.543936093,1.6
2017-03-01,2017-03-01,2017-03-15,50789,2061,3190,53300,1371,2298,53001,482,763,1.547792334,1.676148796,1.582987552
2017-03-15,2017-03-16,2017-03-29,51765,2096,2961,54000,1357,2081,54501,499,783,1.41269084,1.533529845,1.569138277
2017-04-01,2017-04-01,2017-04-12,52000,2068,2486,54405,1360,1970,54556,486,748,1.20212766,1.448529412,1.53909465
2017-04-15,2017-04-16,2017-04-26,51600,2052,2442,54406,1369,2000,54616,482,712,1.19005848,1.46092038,1.477178423
2017-05-01,2017-05-01,2017-05-10,51106,1905,2240,55414,1320,1996,55000,529,755,1.175853018,1.512121212,1.427221172
2017-05-15,2017-05-16,2017-05-24,46489,1920,2601,53001,1325,1725,52000,532,731,1.3546875,1.301886792,1.37406015
2017-06-01,2017-06-01,2017-06-07,45201,1898,2245,50110,1325,1582,50526,528,878,1.182824025,1.193962264,1.662878788
2017-06-15,2017-06-16,2017-06-21,42801,1906,2302,47501,1321,1651,48001,553,925,1.207764953,1.249810749,1.672694394
2017-07-01,2017-07-01,2017-07-05,42801,1904,2296,49802,1322,1910,49899,528,872,1.205882353,1.444780635,1.651515152
2017-07-15,2017-07-16,2017-07-19,44002,1907,2389,50001,1322,1784,50101,562,941,1.252753015,1.349470499,1.674377224
2017-08-01,2017-08-01,2017-08-09,46778,1817,2403,53711,1286,1978,52751,547,822,1.322509631,1.538102644,1.50274223
2017-08-15,2017-08-16,2017-08-23,42900,1817,2148,51000,1293,1683,50000,586,781,1.182168409,1.30162413,1.332764505
2017-09-01,2017-09-01,2017-09-06,36001,1820,2195,49000,1290,1704,48005,543,805,1.206043956,1.320930233,1.482504604
2017-09-15,2017-09-16,2017-09-20,42902,1815,3469,49189,1288,1859,49012,565,905,1.911294766,1.443322981,1.601769912
2017-10-01,2017-10-01,2017-10-04,41761,1829,2808,48109,1285,1646,49000,540,869,1.535265172,1.280933852,1.609259259
2017-10-15,2017-10-16,2017-10-18,41617,1815,2391,49996,1285,1718,52000,542,809,1.317355372,1.336964981,1.492619926
2017-11-01,2017-11-01,2017-11-08,47112,1683,3430,57414,1376,2515,57000,524,867,2.038027332,1.827761628,1.654580153
2017-11-15,2017-11-16,2017-11-22,46791,1686,2721,57390,1383,2173,57501,516,844,1.613879004,1.571221981,1.635658915
2017-12-01,2017-12-01,2017-12-06,42339,1680,2158,53711,1375,1805,54334,542,831,1.28452381,1.312727273,1.533210332
2017-12-15,2017-12-16,2017-12-20,38200,1687,1970,47002,1374,1634,48011,531,1003,1.167753408,1.18922853,1.888888889
2018-01-01,2018-01-01,2018-01-04,41400,1693,2264,45289,1374,1811,47390,518,923,1.337271116,1.318049491,1.781853282
2018-01-15,2018-01-16,2018-01-17,36890,1713,1938,42661,1381,1654,44000,515,817,1.131348511,1.197682839,1.586407767
2018-02-01,2018-02-01,2018-02-07,40000,1557,2389,42322,1396,1831,39903,566,790,1.534360951,1.311604585,1.395759717
2018-02-15,2018-02-16,2018-02-21,36810,1562,2073,39000,1391,1744,38801,586,1216,1.327144686,1.253774263,2.075085324
2018-03-01,2018-03-01,2018-03-07,38830,1580,2405,39001,1390,1731,39000,571,967,1.522151899,1.245323741,1.69352014
2018-03-15,2018-03-16,2018-03-21,38000,1559,2117,37010,1402,1639,38000,571,977,1.357921745,1.169044223,1.711033275
2018-04-01,2018-04-01,2018-04-04,37000,1566,1888,37605,1389,1689,38039,612,967,1.205619413,1.215982721,1.580065359
2018-04-15,2018-04-16,2018-04-18,38510,1566,2027,37330,1417,1919,38389,573,1027,1.294380587,1.354269584,1.792321117
2018-05-01,2018-05-01,2018-05-09,38941,1435,1836,38501,1280,2155,38600,565,1008,1.279442509,1.68359375,1.784070796
2018-05-15,2018-05-16,2018-05-23,38001,1434,1805,37989,1283,1915,38700,558,836,1.258716876,1.492595479,1.498207885
2018-06-01,2018-06-01,2018-06-06,36426,1441,1696,36000,1293,1727,37000,559,927,1.176960444,1.335653519,1.658318426
2018-06-15,2018-06-16,2018-06-20,34110,1446,1818,33900,1316,1729,34400,581,868,1.257261411,1.313829787,1.493975904
2018-07-01,2018-07-01,2018-07-04,25000,1435,1626,31000,1288,1637,31001,591,975,1.133101045,1.270962733,1.649746193
2018-07-15,2018-07-16,2018-07-18,32699,1443,3100,32551,1285,1919,32809,558,1082,2.148302148,1.493385214,1.9390681
2018-08-01,2018-08-01,2018-08-08,33798,1672,3633,34381,1265,2132,33420,536,896,2.17284689,1.685375494,1.671641791
2018-08-15,2018-08-16,2018-08-22,31997,1695,2948,32429,1272,2031,32311,527,927,1.739233038,1.596698113,1.759013283
2018-09-01,2018-09-01,2018-09-05,30209,1664,2488,32001,1274,1959,31801,540,1006,1.495192308,1.537676609,1.862962963
2018-09-15,2018-09-16,2018-09-19,28000,1664,2059,31307,1278,1859,32000,530,928,1.237379808,1.454616588,1.750943396
2018-10-01,2018-10-01,2018-10-03,28457,1668,2059,31301,1271,1886,32552,561,1066,1.23441247,1.483870968,1.900178253
2018-10-15,2018-10-16,2018-10-17,25556,1674,1811,31302,1273,1856,32900,539,779,1.081839904,1.457973291,1.445269017
2018-11-01,2018-11-01,2018-11-07,28199,1819,2849,32302,1265,2142,32000,557,862,1.56624519,1.693280632,1.547576302
2018-11-15,2018-11-16,2018-11-21,25000,1818,2231,31101,1241,1786,30959,552,930,1.227172717,1.439161966,1.684782609
2018-12-01,2018-12-01,2018-12-05,23568,1878,2177,31001,1239,1780,30851,552,1021,1.159211928,1.436642454,1.849637681
2018-12-15,2018-12-16,2018-12-19,25501,1890,2729,31001,1243,1804,31809,545,778,1.443915344,1.451327434,1.427522936
2019-01-01,2019-01-01,2019-01-09,30009,1424,1902,39728,1139,1346,42002,380,724,1.335674157,1.181738367,1.905263158
2019-01-15,2019-01-16,2019-01-23,26999,1424,1742,35906,1141,1418,39400,381,536,1.223314607,1.2427695,1.406824147
2019-02-01,2019-02-01,2019-02-06,28589,1431,1795,34000,1141,1390,36901,379,523,1.254367575,1.218229623,1.37994723
2019-02-15,2019-02-16,2019-02-20,26667,1623,1902,39406,1143,1677,39889,375,751,1.171903882,1.467191601,2.002666667
2019-03-01,2019-03-01,2019-03-06,26309,1659,2213,36961,1233,1903,37620,408,689,1.333936106,1.543390105,1.68872549
2019-03-15,2019-03-16,2019-03-20,26659,1650,2204,39401,1201,1878,41000,397,730,1.335757576,1.563696919,1.838790932
2019-04-01,2019-04-01,2019-04-03,29159,1656,2338,43102,1202,1782,48209,400,648,1.411835749,1.482529118,1.62
2019-04-15,2019-04-16,2019-04-17,33199,1653,2249,48000,1205,1634,52410,398,667,1.360556564,1.356016598,1.675879397
2019-05-01,2019-05-01,2019-05-08,36704,1431,1988,48010,1139,1360,52502,384,513,1.389238295,1.194029851,1.3359375
2019-05-15,2019-05-16,2019-05-22,27000,1475,1799,42564,1163,1407,47000,382,626,1.219661017,1.209802236,1.638743455
2019-06-01,2019-06-01,2019-06-05,30009,1424,1902,39728,1139,1346,42002,380,724,1.335674157,1.181738367,1.905263158
2019-06-15,2019-06-16,2019-06-19,26999,1424,1742,35906,1141,1418,39400,381,536,1.223314607,1.2427695,1.406824147
2019-07-01,2019-07-01,2019-07-03,28589,1431,1795,34000,1141,1390,36901,379,523,1.254367575,1.218229623,1.37994723
2019-07-15,2019-07-16,2019-07-17,26667,1623,1902,39406,1143,1677,39889,375,751,1.171903882,1.467191601,2.002666667
2019-08-01,2019-08-01,2019-08-07,32725,1059,2023,40001,1047,1487,40512,357,589,1.910292729,1.420248329,1.649859944
2019-08-15,2019-08-16,2019-08-21,31917,1062,1725,38602,1045,1415,40002,363,593,1.624293785,1.354066986,1.633608815
2019-09-01,2019-09-01,2019-09-04,31783,1056,1656,36001,1046,1289,37912,359,552,1.568181818,1.232313576,1.537604457
2019-09-15,2019-09-16,2019-09-18,31759,1056,1453,37000,1044,1418,40000,365,632,1.37594697,1.358237548,1.731506849
2019-10-01,2019-10-01,2019-10-09,34001,1057,1659,41361,1048,1559,41001,364,601,1.569536424,1.48759542,1.651098901
2019-10-15,2019-10-16,2019-10-23,32309,1060,1467,41805,1044,1503,42020,369,506,1.383962264,1.439655172,1.371273713
2019-11-01,2019-11-01,2019-11-06,30000,1043,1302,40009,1017,1296,40101,383,587,1.248322148,1.274336283,1.532637076
2019-11-15,2019-11-16,2019-11-20,32000,1023,1468,39700,1019,1331,40889,390,540,1.434995112,1.306182532,1.384615385
2019-12-01,2019-12-01,2019-12-04,33009,1030,1386,37900,1013,1265,38889,384,518,1.345631068,1.248766041,1.348958333
2019-12-15,2019-12-16,2019-12-18,32889,1029,1256,36000,1015,1251,37989,384,496,1.220602527,1.232512315,1.291666667
2020-01-01,2020-01-01,2020-01-08,35320,1035,1450,37109,1022,1229,38000,384,541,1.400966184,1.202544031,1.408854167
2020-01-15,2020-01-16,2020-01-22,35010,1034,1390,37705,1012,1157,37500,388,528,1.344294004,1.143280632,1.360824742
2020-02-01,2020-02-01,2020-02-05,30010,982,1204,30890,984,1173,34900,335,525,1.226069246,1.192073171,1.567164179
2020-02-15,2020-02-16,2020-02-19,32999,982,1564,32889,987,1459,33301,328,550,1.592668024,1.478216819,1.676829268
2020-03-01,2020-03-01,2020-03-04,32699,978,1436,32801,987,1347,32500,333,512,1.468302658,1.364741641,1.537537538
2020-03-15,2020-03-16,2020-03-18,31210,982,1421,30012,992,1366,32500,331,503,1.447046843,1.377016129,1.519637462
2020-04-01,2020-04-01,2020-04-08,,,,,,,,,,,,
2020-04-15,2020-04-16,2020-04-22,,,,,,,,,,,,
2020-05-01,2020-05-01,2020-05-06,,,,,,,,,,,,
2020-05-15,2020-05-16,2020-05-20,,,,,,,,,,,,
2020-06-01,2020-06-01,2020-06-03,,,,,,,,,,,,
2020-06-15,2020-06-16,2020-06-17,,,,,,,,,,,,
